Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status
wireless-tyre-inflator-150-psi-smart-air-compressor-with-led-display,Wireless Tyre Inflator 150 PSI – Smart Air Compressor with LED Display,"<div style=""max-width:720px;margin:0 auto;"">
<h2>Flat tyre – and no pump in sight?</h2>
<p>A tyre that's lost air on a cold morning or in the middle of a day out brings everything to a halt. And the airline at the petrol station is often broken or busy exactly when you need it.</p>
<p style=""text-align:center;""><img src=""https://img.kwcdn.com/product/fancy/7320b9b1-2349-4963-8564-ee5ee5487293.jpg"" alt=""Wireless tyre inflator"" style=""max-width:100%;border-radius:12px;""></p>
<h2>The right pressure – anywhere, at the touch of a button</h2>
<p>Set your desired pressure, press the button and the inflator stops automatically once the tyre is done. Wireless and USB-charged, you can take it anywhere – for the car, bike, motorbike or a ball. 150 psi and 3x faster than ordinary mini pumps.</p>
<h2>Features</h2>
<ul>
<li>
<strong>150 psi, 3x faster</strong> – inflates car tyres in minutes.</li>
<li>
<strong>Auto-stop</strong> – stops at your set pressure.</li>
<li>
<strong>LED display</strong> – precise pressure reading.</li>
<li>
<strong>Wireless &amp; USB-rechargeable</strong> – no cord, always to hand.</li>
<li><strong>For cars, bikes, motorbikes and balls.</strong></li>
</ul>
<h2>30-Day Money-Back Guarantee</h2>
<p>Not happy within 30 days? Get your money back – no risk to you.</p>
</div>",BeaverShop,"Car, Tools & Garage","Car, Tyre Inflator, Garage, Air Compressor, Test, Tools",FALSE,Quantity,Single,,,,,BEAVER-CAR-019,shopify,19,continue,manual,39.99,49.99,TRUE,TRUE,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/7320b9b1-2349-4963-8564-ee5ee5487293.jpg?v=1782027755,1,Wireless tyre inflator 150 psi,FALSE,Wireless Tyre Inflator 150 PSI | Smart Air Compressor,Wireless 150 psi tyre inflator with LED display and auto-stop. USB-rechargeable and 3x faster than ordinary mini pumps.,draft
quick-wire-connectors-inline-splice-50-pack-for-all-circuits,Quick Wire Connectors Inline Splice – 50-Pack for All Circuits,"<div style=""max-width:720px;margin:0 auto;"">
<h2>Tangles and loose connections when splicing cables?</h2>
<p>Twisting cables together, taping them up and hoping for a good connection often ends in loose contacts, short circuits, or you having to dig out a soldering iron you can't be bothered with. And a bad splice can cause real trouble in the car or the home.</p>
<p style=""text-align:center;""><img src=""https://img.kwcdn.com/product/fancy/83530a0e-8c18-4ad6-acc6-f051f00cb282.jpg"" alt=""Inline splice wire connectors"" style=""max-width:100%;border-radius:12px;""></p>
<h2>A secure splice in seconds</h2>
<p>Insert the cables, press down the lever – done. The connectors give a firm, insulated connection with no soldering or stripping required. Perfect for cars, motorhomes, boats and home electronics, for a range of wire gauges (AWG 20–40).</p>
<h2>Features</h2>
<ul>
<li>
<strong>Snap-in design</strong> – a secure splice with no soldering iron.</li>
<li>
<strong>50 connectors</strong> – enough for plenty of projects.</li>
<li>
<strong>Insulated connection</strong> – no loose contacts, no short circuits.</li>
<li>
<strong>For AWG 20–40</strong> – fits most cables.</li>
</ul>
<h2>30-Day Money-Back Guarantee</h2>
<p>Not happy within 30 days? Get your money back – no risk to you.</p>
</div>",BeaverShop,"Car, Tools & Garage","Car, Electronics, Garage, Test, Wire Connector, Tools",FALSE,Quantity,50-Pack,,,,,BEAVER-CAR-020,shopify,18,continue,manual,17.99,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/83530a0e-8c18-4ad6-acc6-f051f00cb282.jpg?v=1782028297,1,Inline splice wire connectors 50-pack,FALSE,Inline Splice Wire Connectors | 50-Pack Quick Connect,"Solder-free inline splice connectors, 50-pack, for AWG 20-40 cables. Secure, insulated wire splicing for car, boat and home.",draft
wall-mounted-hose-cable-holders-5-pack-for-garage-garden,Wall-Mounted Hose & Cable Holders – 5-Pack for Garage & Garden,"<div style=""max-width:720px;margin:0 auto;"">
<h2>Hoses and cables in one big tangle?</h2>
<p>The garden hose, extension lead and chargers end up in a tangled pile on the garage floor. You trip over them, hunt through the mess and pull the wrong end – and everything wears out before its time.</p>
<p style=""text-align:center;""><img src=""https://img.kwcdn.com/product/open/cf9fbd0010a94913bf48322d29f5f54a-goods.jpeg"" alt=""Hose and cable holder"" style=""max-width:100%;border-radius:12px;""></p>
<h2>Hang everything up – get organised instantly</h2>
<p>The heavy-duty, wall-mounted holders keep hoses, cables and ropes neatly hung up and within easy reach. A non-slip surface and adjustable strap keep everything firmly in place – in the garage, workshop or on the patio wall.</p>
<h2>Features</h2>
<ul>
<li>
<strong>5 holders</strong> – organise the whole garage.</li>
<li>
<strong>Heavy-duty &amp; adjustable</strong> – for hose, cable and rope.</li>
<li>
<strong>Non-slip surface</strong> – everything stays put.</li>
<li><strong>Easy wall mounting.</strong></li>
</ul>
<h2>30-Day Money-Back Guarantee</h2>
<p>Not happy within 30 days? Get your money back – no risk to you.</p>
</div>",BeaverShop,"Car, Tools & Garage","Storage, Garage, Test, Garden, Tools",FALSE,Quantity,5-Pack,,,,,BEAVER-CAR-021,shopify,19,continue,manual,22.99,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/cf9fbd0010a94913bf48322d29f5f54a-goods.jpg?v=1782028373,1,Wall-mounted hose and cable holders 5-pack,FALSE,Wall-Mounted Hose & Cable Holders | 5-Pack,"Heavy-duty wall-mounted holders keep hoses, cables and ropes tidy and within reach. Non-slip, adjustable, 5-pack for garage or garden.",draft
plastic-welder-for-car-repairs-bumpers-vehicle-plastic-with-staples,Plastic Welder for Car Repairs – Bumpers & Vehicle Plastic with Staples,"<div style=""max-width:720px;margin:0 auto;"">
<h2>A cracked bumper that costs a fortune to fix?</h2>
<p>A cracked bumper, broken plastic trim or split bracket on the car usually means an expensive garage bill or a whole new part. Tape and glue rarely hold – the crack always comes back.</p>
<p style=""text-align:center;""><img src=""https://img.kwcdn.com/product/fancy/d9a06937-cb1e-4a7c-8483-8c0973b5a9a5.jpg"" alt=""Plastic welder for car repairs"" style=""max-width:100%;border-radius:12px;""></p>
<h2>Weld the plastic back together – stronger than new</h2>
<p>The plastic welder melts staples across the crack, binding the plastic together at depth. The result is a strong, lasting repair to bumpers, panels and mounts – done in minutes, right in your own garage.</p>
<h2>Features</h2>
<ul>
<li>
<strong>Strong repair</strong> – staples reinforce the plastic.</li>
<li>
<strong>For all vehicle plastics</strong> – bumpers, panels, mounts.</li>
<li>
<strong>Complete kit</strong> – welder plus staples included.</li>
<li>
<strong>Quick &amp; easy</strong> – done in minutes.</li>
</ul>
<h2>30-Day Money-Back Guarantee</h2>
<p>Not happy within 30 days? Get your money back – no risk to you.</p>
</div>",BeaverShop,"Car, Tools & Garage","Car, Garage, Plastic Welder, Repair, Test, Tools",FALSE,Quantity,1 Set,,,,,BEAVER-CAR-022,shopify,19,continue,manual,37.99,47.99,TRUE,TRUE,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/d9a06937-cb1e-4a7c-8483-8c0973b5a9a5.jpg?v=1782028448,1,Plastic welder for car repairs,FALSE,Plastic Welder for Car Repairs | Bumper Repair Kit,"Plastic welder kit with staples for repairing car bumpers, panels and mounts. Strong, lasting fix in minutes, right in your garage.",draft
torque-latch-for-fencing-easy-install-gate-lock-for-pasture-paddock,Torque Latch for Fencing – Easy-Install Gate Lock for Pasture & Paddock,"<div style=""max-width:720px;margin:0 auto;"">
<h2>A fiddly gate the animals learn to open?</h2>
<p>A poor gate latch rattles loose, sticks and – worst of all – can be opened by curious animals. Chasing loose livestock across your land is the last thing you want to be doing of a morning.</p>
<p style=""text-align:center;""><img src=""https://img.kwcdn.com/product/fancy/8b435d56-319c-44ee-bab8-dd824424dee4.jpg"" alt=""Torque latch for fencing"" style=""max-width:100%;border-radius:12px;""></p>
<h2>A secure gate – open and close with one hand</h2>
<p>The torque latch snaps shut automatically and holds the gate firmly closed, while you can still open it easily with one hand. Easy to fit on most pasture and paddock fencing, built to hold up in all weathers.</p>
<h2>Features</h2>
<ul>
<li>
<strong>Self-closing</strong> – the gate locks itself.</li>
<li>
<strong>Animal-proof</strong> – keeps horses, sheep and goats in.</li>
<li>
<strong>One-hand opening</strong> – handy when your arms are full.</li>
<li>
<strong>Weatherproof</strong> – built for year-round outdoor use.</li>
</ul>
<h2>30-Day Money-Back Guarantee</h2>
<p>Not happy within 30 days? Get your money back – no risk to you.</p>
</div>",BeaverShop,Farming & Animals,"Animals, Gate Lock, Paddock, Farming, Fencing, Test",FALSE,Quantity,Single,,,,,BEAVER-FARM-023,shopify,19,continue,manual,25.99,32.99,TRUE,TRUE,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/8b435d56-319c-44ee-bab8-dd824424dee4.jpg?v=1782028648,1,Torque latch gate lock for fencing,FALSE,Torque Latch Gate Lock | Fencing for Pasture & Paddock,"Self-closing torque latch keeps gates securely shut yet opens with one hand. Easy-fit, weatherproof lock for pasture and paddock fencing.",draft
fence-wire-strainers-30-pack-tensioning-handle-complete-set,Fence Wire Strainers 30-Pack + Tensioning Handle – Complete Set,"<div style=""max-width:720px;margin:0 auto;"">
<h2>Slack fence wire the animals can slip past?</h2>
<p>Over time fence wire slackens, sags and loses its tension – and a loose fence keeps neither your animals in nor predators out. Re-tensioning it by hand is heavy work and takes forever.</p>
<p style=""text-align:center;""><img src=""https://img.kwcdn.com/product/fmket/56e2dba6376d79da42c61e9d0276ab2b.jpg"" alt=""Fence wire strainer set"" style=""max-width:100%;border-radius:12px;""></p>
<h2>Tension the whole fence – quickly and firmly</h2>
<p>The set includes 30 wire strainers and a tensioning handle that pulls the wire tight and locks it in place. You get a taut, secure fence right around the paddock – with no special tools and no strain on your back.</p>
<h2>Features</h2>
<ul>
<li>
<strong>30 strainers + handle</strong> – enough for the whole paddock.</li>
<li>
<strong>Tensions the wire tight</strong> – a firm fence that lasts.</li>
<li>
<strong>Easy to operate</strong> – no heavy manual labour.</li>
<li>
<strong>Weatherproof</strong> – built for year-round outdoor use.</li>
</ul>
<h2>30-Day Money-Back Guarantee</h2>
<p>Not happy within 30 days? Get your money back – no risk to you.</p>
</div>",BeaverShop,Farming & Animals,"Animals, Paddock, Farming, Fencing, Test, Wire Strainer",FALSE,Quantity,30-Pack + Handle,,,,,BEAVER-FARM-024,shopify,19,continue,manual,70.99,87.99,TRUE,TRUE,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/56e2dba6376d79da42c61e9d0276ab2b.jpg?v=1782028718,1,Fence wire strainers 30-pack with handle,FALSE,Fence Wire Strainers 30-Pack + Tensioning Handle,"Complete fence wire strainer set with tensioning handle. Tighten paddock fencing quickly and securely, no special tools required.",draft
fence-strainer-wire-tensioner-heavy-duty-for-garden-paddock,Fence Strainer / Wire Tensioner – Heavy-Duty for Garden & Paddock,"<div style=""max-width:720px;margin:0 auto;"">
<h2>Can't get the fence wire properly taut?</h2>
<p>Pulling fence wire tight by hand is heavy, slippery work, and it usually ends with a slack line sagging after the first winter. A loose fence means escaped animals and constant repairs.</p>
<p style=""text-align:center;""><img src=""https://img.kwcdn.com/product/fancy/295e506f-0ac0-4204-9b8a-db82618b9ae5.jpg"" alt=""Wire tensioner in use"" style=""max-width:100%;border-radius:12px;""></p>
<h2>Pull the wire rock-solid tight – with leverage</h2>
<p>The heavy-duty strainer gives you the leverage to pull fence wire properly taut and lock it in place. The result is a firm, evenly tensioned fence around the whole garden or paddock – that holds up season after season.</p>
<p style=""text-align:center;""><img src=""https://img.kwcdn.com/product/fancy/4d505681-e0cf-4dc1-910f-10d987cadc2b.jpg"" alt=""Heavy-duty fence strainer"" style=""max-width:100%;border-radius:12px;""></p>
<h2>Features</h2>
<ul>
<li>
<strong>Powerful leverage</strong> – tensions the wire tight without brute force.</li>
<li>
<strong>Durable construction</strong> – built for heavy use.</li>
<li><strong>For garden and paddock fencing.</strong></li>
<li>
<strong>Secure grip</strong> – won't slip under tension.</li>
</ul>
<h2>30-Day Money-Back Guarantee</h2>
<p>Not happy within 30 days? Get your money back – no risk to you.</p>
</div>",BeaverShop,Farming & Animals,"Animals, Farming, Fencing, Test, Wire Tensioner, Tools",FALSE,Quantity,Single,,,,,BEAVER-FARM-025,shopify,19,continue,manual,76.99,95.99,TRUE,TRUE,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/a99cb6eb-8b0b-4e35-9a77-7cfb03f668d5.jpg?v=1782029107,1,Fence strainer wire tensioner,FALSE,Heavy-Duty Fence Wire Strainer | Garden & Paddock,"Heavy-duty fence strainer gives leverage to pull wire rock-solid tight. Durable, secure grip for garden and paddock fencing repairs.",draft
fence-strainer-wire-tensioner-heavy-duty-for-garden-paddock,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/295e506f-0ac0-4204-9b8a-db82618b9ae5.jpg?v=1782029107,2,Wire tensioner in use,,,,
fence-strainer-wire-tensioner-heavy-duty-for-garden-paddock,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/4d505681-e0cf-4dc1-910f-10d987cadc2b.jpg?v=1782029106,3,Heavy-duty fence strainer,,,,
reusable-garden-waste-bag-with-handles-heavy-duty-for-leaves-grass,Reusable Garden Waste Bag with Handles – Heavy-Duty for Leaves & Grass,"<div style=""max-width:720px;margin:0 auto;"">
<h2>Thin bin bags splitting under leaves and branches?</h2>
<p>Ordinary plastic bags tear apart mid-rake, tip over and can't be reused. You're left with leaves scattered across the whole lawn and a split bag in your hand.</p>
<p style=""text-align:center;""><img src=""https://img.kwcdn.com/product/fancy/8e9287e2-5ba0-428b-8de0-01a5833eaf00.jpg"" alt=""Reusable garden waste bag"" style=""max-width:100%;border-radius:12px;""></p>
<h2>A bag that lasts – year after year</h2>
<p>The heavy-duty garden bag stands firmly upright with sturdy handles, swallows leaves, grass and branches without splitting, and folds flat for storage. Reuse it right through the gardening season.</p>
<h2>Features</h2>
<ul>
<li>
<strong>Tough, tear-resistant material</strong> – won't split like plastic bags.</li>
<li>
<strong>Sturdy handles</strong> – easy to carry and empty.</li>
<li>
<strong>Stands upright</strong> – fill it with both hands free.</li>
<li>
<strong>Multiple sizes</strong> – 60, 120 and 300 litres.</li>
<li>
<strong>Foldable</strong> – takes up no space in storage.</li>
</ul>
<h2>30-Day Money-Back Guarantee</h2>
<p>Not happy within 30 days? Get your money back – no risk to you.</p>
</div>",BeaverShop,Garden & Outdoors,"Leaves, Test, Garden, Garden Bag, Outdoors",FALSE,Size,60 L,,,,,BEAVER-GARD-026-1,shopify,16,continue,manual,14.99,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/8e9287e2-5ba0-428b-8de0-01a5833eaf00.jpg?v=1782029194,1,Reusable garden waste bag with handles,FALSE,Reusable Garden Waste Bag | Heavy-Duty Leaf Bag,"Tough, reusable garden waste bag with sturdy handles for leaves, grass and branches. Stands upright, folds flat, sizes 60-300 litres.",draft
reusable-garden-waste-bag-with-handles-heavy-duty-for-leaves-grass,,,,,,,Size,120 L,,,,,BEAVER-GARD-026-2,shopify,15,continue,manual,21.99,,TRUE,TRUE,,,,,,,
reusable-garden-waste-bag-with-handles-heavy-duty-for-leaves-grass,,,,,,,Size,300 L,,,,,BEAVER-GARD-026-3,shopify,12,continue,manual,23.99,,TRUE,TRUE,,,,,,,
ibc-tank-tap-adapter-kit-connector-for-water-tank-garden,IBC Tank Tap Adapter Kit – Connector for Water Tank & Garden,"<div style=""max-width:720px;margin:0 auto;"">
<h2>Struggling to connect a hose to your IBC tank?</h2>
<p>The IBC tank's coarse-threaded outlet doesn't fit ordinary garden hoses – leaving you with the wrong thread, leaks and no easy way to draw water for irrigation or animals.</p>
<p style=""text-align:center;""><img src=""https://img.kwcdn.com/product/fancy/37b22396-1e6c-41b0-b0ca-1a7c11ac93d2.jpg"" alt=""IBC tap adapter"" style=""max-width:100%;border-radius:12px;""></p>
<h2>Connect up – draw water straight away</h2>
<p>The adapter kit turns your IBC tank's outlet into a standard tap and hose connection that fits both European and American thread standards. Connect a hose, tap or irrigation system in seconds – tight and leak-free.</p>
<h2>Features</h2>
<ul>
<li>
<strong>Fits standard IBC tanks</strong> – simply screws on.</li>
<li>
<strong>EU &amp; US thread standard</strong> – fits most hoses.</li>
<li>
<strong>Leak-free connection</strong> – seals properly.</li>
<li><strong>For irrigation, animals and household use.</strong></li>
</ul>
<h2>30-Day Money-Back Guarantee</h2>
<p>Not happy within 30 days? Get your money back – no risk to you.</p>
</div>",BeaverShop,Garden & Outdoors,"Irrigation, IBC, Test, Garden, Outdoors, Water Tank",FALSE,Quantity,1 Set,,,,,BEAVER-GARD-027,shopify,19,continue,manual,31.99,39.99,TRUE,TRUE,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/37b22396-1e6c-41b0-b0ca-1a7c11ac93d2.jpg?v=1782029716,1,IBC tank tap adapter kit,FALSE,IBC Tank Tap Adapter Kit | Water Tank Connector,"IBC tank adapter kit connects standard hoses and taps, fitting EU and US threads. Leak-free water access for irrigation and garden use.",draft
goat-collar-with-copper-bell-adjustable-for-small-livestock,Goat Collar with Copper Bell – Adjustable for Small Livestock,"<div style=""max-width:720px;margin:0 auto;"">
<h2>Losing track of your animals out on pasture?</h2>
<p>Goats, sheep and other small livestock move fast and love to hide in bushes and rough terrain. Without a sound to follow, they're hard to keep track of – and a stray goat can take hours to find.</p>
<p style=""text-align:center;""><img src=""https://img.kwcdn.com/product/fancy/92157ad1-5b71-4d65-bcb5-b29352928088.jpg"" alt=""Goat collar with copper bell"" style=""max-width:100%;border-radius:12px;""></p>
<h2>Hear where your animals are – at all times</h2>
<p>The collar with copper bell means you can always hear where the animal is, even when it's out of sight. The adjustable, hard-wearing polyester strap sits comfortably and securely on goats, sheep and other small farm animals.</p>
<h2>Features</h2>
<ul>
<li>
<strong>Copper bell</strong> – a clear sound you can hear at a distance.</li>
<li>
<strong>Adjustable</strong> – fits different neck sizes.</li>
<li>
<strong>Hard-wearing polyester</strong> – weatherproof.</li>
<li><strong>For goats, sheep and small livestock.</strong></li>
</ul>
<h2>30-Day Money-Back Guarantee</h2>
<p>Not happy within 30 days? Get your money back – no risk to you.</p>
</div>",BeaverShop,Farming & Animals,"Animals, Goat, Collar, Farming, Test",FALSE,Quantity,Single,,,,,BEAVER-FARM-028,shopify,19,continue,manual,12.99,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/92157ad1-5b71-4d65-bcb5-b29352928088.jpg?v=1782029831,1,Goat collar with copper bell,FALSE,Goat Collar with Copper Bell | Adjustable Livestock,"Adjustable goat collar with copper bell helps you track livestock on pasture. Hard-wearing polyester strap for goats, sheep and more.",draft
ibc-tank-4-way-distributor-adapter-adjustable-for-irrigation,IBC Tank 4-Way Distributor Adapter – Adjustable for Irrigation,"<div style=""max-width:720px;margin:0 auto;"">
<h2>Only one outlet on your water tank?</h2>
<p>With a single outlet on the IBC tank, you have to keep swapping the hose every time you want to water a different spot. It's fiddly, it leaks, and it wastes time mid-watering.</p>
<p style=""text-align:center;""><img src=""https://img.kwcdn.com/product/fancy/8cf759a2-02a0-4322-b2d8-447aa85a2cd3.jpg"" alt=""IBC 4-way distributor adapter"" style=""max-width:100%;border-radius:12px;""></p>
<h2>Four hoses – from one tank</h2>
<p>The distributor adapter splits the tank's outlet into four separate connections, each with its own adjustable tap. Connect drip irrigation, a hose, a tap and your animals' water all at once – fits 1/2""–3/4"" hose and S60 connections.</p>
<h2>Features</h2>
<ul>
<li>
<strong>4 separate outlets</strong> – each with its own shut-off.</li>
<li>
<strong>Adjustable flow</strong> – control each hose independently.</li>
<li><strong>Fits 1/2""–3/4"" hose &amp; S60.</strong></li>
<li><strong>For garden and agricultural irrigation.</strong></li>
</ul>
<h2>30-Day Happy Customer Guarantee</h2>
<p>Not satisfied within 30 days? Money back – no risk to you.</p>
</div>",BeaverShop,Garden & Outdoor,"irrigation, ibc, test, garden, outdoor, water tank",FALSE,Quantity,1 set,,,,,BEAVER-GARD-029,shopify,19,continue,manual,28.99,35.99,TRUE,TRUE,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/8cf759a2-02a0-4322-b2d8-447aa85a2cd3.jpg?v=1782029898,1,IBC tank 4-way distributor adapter,FALSE,IBC Tank 4-Way Distributor Adapter | BeaverShop,Adjustable 4-way IBC tank distributor adapter for garden irrigation. Splits one outlet into four with individual taps. Fits 1/2–3/4in hose.,draft
manual-log-splitter-wall-mounted-cast-iron,Manual Log Splitter – Wall-Mounted Cast Iron,"<div style=""max-width:720px;margin:0 auto;font-family:sans-serif;line-height:1.6;color:#1a1a1a;"">
<h2 style=""font-size:22px;"">Stop wrestling with the axe – split logs safely and easily</h2>
<p>There's something special about burning your own firewood. But standing there swinging an axe is hard work, takes time, and can be genuinely dangerous if the axe slips. Many backs and thumbs have paid the price in the woodshed.</p>
<p><img src=""https://img.kwcdn.com/product/fancy/7c49ee32-e817-4185-b61b-b7dfd7c8708d.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Manual log splitter""></p>
<h3 style=""font-size:19px;"">A simpler, safer solution</h3>
<p>Our manual log splitter in solid cast iron mounts easily to a wall or tree stump. Place the log in the splitting cone and strike it with a mallet – the force is concentrated straight down into the wood instead of a swinging axe. No cables, no electricity, no hassle. Just pure splitting power whenever you need it.</p>
<p><img src=""https://img.kwcdn.com/product/fancy/3774f13a-c61c-4471-a8c8-c1ba7dbbc3b6.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Log splitter in use""></p>
<h3 style=""font-size:19px;"">Features</h3>
<ul>
<li>Made from durable cast iron for years of use</li>
<li>Wall-mounted design – keeps your hands away from the blade</li>
<li>Requires no electricity or fuel</li>
<li>Ergonomic for efficient splitting with less effort</li>
<li>Perfect for logs, branches and kindling for the stove or fireplace</li>
</ul>
<p><img src=""https://img.kwcdn.com/product/fancy/9b4c580f-cb9a-4b47-acba-a9e57fe1c594.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Cast iron detail""></p>
<p style=""background:#f3f7f3;padding:14px 18px;border-radius:10px;""><strong>30-Day Happy Customer Guarantee.</strong> Not entirely satisfied? Get in touch within 30 days and we'll sort it out – no hassle.</p>
</div>",BeaverShop,Garden Tools,"Garden, Outdoor, Firewood, Log Splitter, Heat",FALSE,Title,Default Title,,,,,BEAVER-GARD-030,shopify,19,continue,manual,114.99,142.99,TRUE,TRUE,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/7c49ee32-e817-4185-b61b-b7dfd7c8708d.jpg?v=1782031389,1,"Manual log splitter, wall-mounted",FALSE,Wall-Mounted Cast Iron Log Splitter | BeaverShop,"Manual cast iron log splitter, wall-mounted for safe, easy firewood splitting. No power needed – built to last for years.",draft
manual-log-splitter-wall-mounted-cast-iron,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/3774f13a-c61c-4471-a8c8-c1ba7dbbc3b6.jpg?v=1782031389,2,,,,,
manual-log-splitter-wall-mounted-cast-iron,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/9b4c580f-cb9a-4b47-acba-a9e57fe1c594.jpg?v=1782031389,3,,,,,
manual-log-splitter-wall-mounted-cast-iron,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/2bf4a7da-24e7-403e-8e9c-b7d1f9f060b1.jpg?v=1782031389,4,,,,,
manual-log-splitter-wall-mounted-cast-iron,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/f95afca7-069d-4b49-aa67-6e8f534e31cb.jpg?v=1782031389,5,,,,,
3d-carpenters-square-angle-ruler-with-scriber,3D Carpenter's Square – Angle Ruler with Scriber,"<div style=""max-width:720px;margin:0 auto;font-family:sans-serif;line-height:1.6;color:#1a1a1a;"">
<h2 style=""font-size:22px;"">Stop guessing – measure and mark the right angle every time</h2>
<p>Crooked cuts, wrong angles and measurements that don't add up are what turn a fun build into frustration and wasted materials. Fumbling with several different rulers and protractors doesn't make it any easier.</p>
<p><img src=""https://img.kwcdn.com/product/open/2024-08-09/1723182130984-5e54b7e2c64f4198be878ed62d63eb5e-goods.jpeg"" style=""max-width:100%;border-radius:10px;"" alt=""3D carpenter's square""></p>
<h3 style=""font-size:19px;"">Every angle in a single tool</h3>
<p>This 3D carpenter's square lets you mark 22.5°, 45° and 90° quickly and precisely – perfect for trim, shelves, drawers and anything that needs to fit together at a corner. The built-in scriber lets you draw a clear line straight away, without hunting for a pencil.</p>
<p><img src=""https://img.kwcdn.com/product/open/2024-08-09/1723182134325-0657e8fdeba84baa94e06b908fbdbd45-goods.jpeg"" style=""max-width:100%;border-radius:10px;"" alt=""Carpenter's square in use""></p>
<h3 style=""font-size:19px;"">Features</h3>
<ul>
<li>Measures and marks 22.5°, 45° and 90° in a single tool</li>
<li>Built-in scriber for clear markings</li>
<li>Compact and lightweight – fits in your toolbox or pocket</li>
<li>Ideal for carpenters, tradespeople and DIY enthusiasts</li>
<li>Durable material built for daily use</li>
</ul>
<p><img src=""https://img.kwcdn.com/product/open/2024-08-09/1723182138601-26f9301b905b4081b280645afb70e6ba-goods.jpeg"" style=""max-width:100%;border-radius:10px;"" alt=""Angle detail""></p>
<p style=""background:#f3f7f3;padding:14px 18px;border-radius:10px;""><strong>30-Day Happy Customer Guarantee.</strong> Not entirely satisfied? Get in touch within 30 days and we'll sort it out – no hassle.</p>
</div>",BeaverShop,Tools,"DIY, Measuring Tool, Carpentry, Tools, Angle Ruler",FALSE,Title,Default Title,,,,,BEAVER-CAR-031,shopify,19,continue,manual,16.99,18.99,TRUE,TRUE,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/1723182130984-5e54b7e2c64f4198be878ed62d63eb5e-goods.jpg?v=1782031571,1,3D carpenter's square,FALSE,3D Carpenter's Square with Scriber | BeaverShop,"3D carpenter's square with built-in scriber – mark 22.5°, 45° and 90° angles instantly. Compact, durable tool for accurate DIY joinery.",draft
3d-carpenters-square-angle-ruler-with-scriber,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/ca20f28e-b390-4967-bb06-6965fc60a251.jpg?v=1782031571,2,,,,,
3d-carpenters-square-angle-ruler-with-scriber,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/1723182134325-0657e8fdeba84baa94e06b908fbdbd45-goods.jpg?v=1782031571,3,,,,,
3d-carpenters-square-angle-ruler-with-scriber,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/1723182137146-8fc761d3783b40ab8acfce0680b8dac2-goods.jpg?v=1782031571,4,,,,,
3d-carpenters-square-angle-ruler-with-scriber,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/1723182138601-26f9301b905b4081b280645afb70e6ba-goods.jpg?v=1782031572,5,,,,,
